rera_no,project_name,promoter,location,pincode,district,state,lat,lng,last_modified,details_url
P51700024190,Snehashree,SHREE SAMARTH DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-01-24,https://maharerait.maharashtra.gov.in/public/project/view/31744
P51700024082,AMRUT NIWAS,PRATIK CONSTRUCTIONS,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-01-20,https://maharerait.maharashtra.gov.in/public/project/view/31747
P51700024195,ATMIYA RESIDENCY,AKSHAR INFRA,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/31748
P51700024117,SHOBHANA CO-OPERATIVE HOUSING SOCIETY LTD,PADMANABH DEVELOPERS,Thane,400602,Thane,MAHARASHTRA,,,2020-01-21,https://maharerait.maharashtra.gov.in/public/project/view/31752
P51700027519,FBKA Jewels,FBKA Developers LLP,Thane,400612,Thane,MAHARASHTRA,,,2020-12-14,https://maharerait.maharashtra.gov.in/public/project/view/31754
P51700024154,Runwal Gardens Phase 2 Bldg no 18-23,Runwal Residency Private Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2022-04-27,https://maharerait.maharashtra.gov.in/public/project/view/31758
P51700024492,OSTWAL HORIZON,SHREE OSTWAL BUILDERS LTD,Thane,401107,Thane,MAHARASHTRA,,,2020-02-18,https://maharerait.maharashtra.gov.in/public/project/view/31760
P51700024487,DREAMLAND PARK BUILDING NO.1,KULSWAMINI BUILDERS AND DEVELOPERS,Shahapur,421601,Thane,MAHARASHTRA,,,2021-04-07,https://maharerait.maharashtra.gov.in/public/project/view/31761
P51700024228,SHANKHESHWAR CRYSTAL PHASE 2,SHANKHESHWAR KREATERS,Kalyan,421605,Thane,MAHARASHTRA,,,2020-01-27,https://maharerait.maharashtra.gov.in/public/project/view/31769
P51700026236,MANGALMURTI SAPPHIRE,SHREE MANGALMURTI COMBINES,Kalyan,421201,Thane,MAHARASHTRA,,,2020-09-01,https://maharerait.maharashtra.gov.in/public/project/view/31779
P51700025546,SALASAR EXOTICA - I,Salasar Associates,Thane,401107,Thane,MAHARASHTRA,,,2023-08-19,https://maharerait.maharashtra.gov.in/public/project/view/31786
P51700027069,DEEP HEIGHTS,SAI DEVELOPERS,Kalyan,421202,Thane,MAHARASHTRA,,,2020-11-25,https://maharerait.maharashtra.gov.in/public/project/view/31788
P51700024245,VIRAT GRANDEUR,DEIV ENTERPRISES,Kalyan,421201,Thane,MAHARASHTRA,,,2021-07-16,https://maharerait.maharashtra.gov.in/public/project/view/31791
P51700024291,Satyajit Co-Op Housing Society Ltd.,Aditya Associates,Thane,400602,Thane,MAHARASHTRA,,,2020-02-03,https://maharerait.maharashtra.gov.in/public/project/view/31794
P51700024299,RAM SOLITAIRE,SURESH JETHANAND VALECHA,Ulhasnagar,421005,Thane,MAHARASHTRA,,,2020-02-03,https://maharerait.maharashtra.gov.in/public/project/view/31799
P51700024306,Ekdant Apartment,AMOL PADMAKAR TARMALE,Shahapur,421604,Thane,MAHARASHTRA,,,2020-02-03,https://maharerait.maharashtra.gov.in/public/project/view/31821
P51700024517,Mangeshi Jupiter,Mangesh Dashrath Gaikar,Kalyan,421301,Thane,MAHARASHTRA,,,2020-02-18,https://maharerait.maharashtra.gov.in/public/project/view/31829
P51700024373,SHIMMER OCEAN PEARL,EKVEERA ENTERPRISES,Thane,401107,Thane,MAHARASHTRA,,,2025-04-28,https://maharerait.maharashtra.gov.in/public/project/view/31836
P51700025307,Aditya Nishant,PREMNARAYAN  SHUKLA,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-04-05,https://maharerait.maharashtra.gov.in/public/project/view/31837
P51700024350,JVMS CORNER STONE,MAHARASHTRA DEVELOPERS,Thane,400602,Thane,MAHARASHTRA,,,2021-09-09,https://maharerait.maharashtra.gov.in/public/project/view/31842
P51700024337,SKY CITY,SUNRISE REALTORS,Bhiwandi,421305,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/31843
P51700024438,HORIZON EXOTICA,K M REALTY,Thane,400615,Thane,MAHARASHTRA,,,2026-08-31,https://maharerait.maharashtra.gov.in/public/project/view/31853
P51700024879,VALENCIA,IMPRESSIONS,Kalyan,421202,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/31857
P51700024978,Akshar Business Park- Phase III,Akshar Developers,Thane,400703,Thane,MAHARASHTRA,,,2023-04-01,https://maharerait.maharashtra.gov.in/public/project/view/31859
P51700026770,JAGDALE AASTHA,JAGDALE INFRASTRUCTURE PVT. LTD.,Thane,400606,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/31864
P51700024580,Vaikunth Cluster 3 Tower 2,PEPL Developers Pvt Ltd,Thane,400608,Thane,MAHARASHTRA,,,2026-06-18,https://maharerait.maharashtra.gov.in/public/project/view/31873
P51700024581,NEW SUYOG CHS,SUMIT ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-02-24,https://maharerait.maharashtra.gov.in/public/project/view/31887
P51700024947,SHREE EMPIRE,SHREE GURUKRUPA DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/31890
P51700024773,Amber Galaxy C Wing,PANDHARINATH SITARAM PATIL,Thane,400605,Thane,MAHARASHTRA,,,2024-07-10,https://maharerait.maharashtra.gov.in/public/project/view/31891
P51700024952,PINNACOLO NX,SKD REALTY LLP,Thane,401107,Thane,MAHARASHTRA,,,2020-03-12,https://maharerait.maharashtra.gov.in/public/project/view/31898
P51700024448,Vama,SUPARSHVA INCORPORATION,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-02-13,https://maharerait.maharashtra.gov.in/public/project/view/31899
P51700024496,Godrej Exquisite,Godrej Macbricks Private Limited,Thane,400607,Thane,MAHARASHTRA,,,2026-09-18,https://maharerait.maharashtra.gov.in/public/project/view/31901
P51700025161,Mahavir Sarvoday Plaza,VIRA THEATRES PVT LTD,Kalyan,421202,Thane,MAHARASHTRA,,,2022-12-09,https://maharerait.maharashtra.gov.in/public/project/view/31910
P51700024621,PRECIOUS AVENUE,METRO SHIVSHAKTI DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-10,https://maharerait.maharashtra.gov.in/public/project/view/31922
P51700024463,ARZOO GREENS,SKYBOUND HEIGHTS INDIA PRIVATE LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-08-13,https://maharerait.maharashtra.gov.in/public/project/view/31924
P51700024758,YESU ANAND HEIGHTS,YESU ANAND ENTERPRISES,Kalyan,421204,Thane,MAHARASHTRA,,,2026-09-08,https://maharerait.maharashtra.gov.in/public/project/view/31925
P51700024882,Silver Creast Wing -A Phase - II,SHRIKRISHNA ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-03-09,https://maharerait.maharashtra.gov.in/public/project/view/31936
P51700025521,HUBS INFRASTRUCTURE,HUB'S INFRASTRUCTURE,Kalyan,421301,Thane,MAHARASHTRA,,,2020-06-28,https://maharerait.maharashtra.gov.in/public/project/view/31938
P51700024552,GANRAJ HEIGHTS,SHREE KRISHNA CONSTRUCTION,Kalyan,421302,Thane,MAHARASHTRA,,,2020-02-18,https://maharerait.maharashtra.gov.in/public/project/view/31943
P51700024797,SAKET WORLD,Anand Associates,Kalyan,421306,Thane,MAHARASHTRA,,,2024-03-23,https://maharerait.maharashtra.gov.in/public/project/view/31951
P51700025055,19 EAST,MORESHWAR DEVELOPERS,Thane,400706,Thane,MAHARASHTRA,,,2022-12-12,https://maharerait.maharashtra.gov.in/public/project/view/31952
P51700025993,BROADEWAYONE,Broadway,Thane,400602,Thane,MAHARASHTRA,,,2023-05-18,https://maharerait.maharashtra.gov.in/public/project/view/31955
P51700024549,SHREERAM CO OP SOCIETY,RAHUL ENTERPRISES,Thane,400170,Thane,MAHARASHTRA,,,2020-02-18,https://maharerait.maharashtra.gov.in/public/project/view/31957
P51700024611,ABDULLAH ARCADE,SHAHNAWAZ FAROOQUE AHMED MOMIN,Bhiwandi,421302,Thane,MAHARASHTRA,,,2020-02-24,https://maharerait.maharashtra.gov.in/public/project/view/31958
P51700025125,BALAJI ANNEX,M/S OM SWAYAMBHU SIDDHIVINAYAK BUILDERS AND DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2020-05-21,https://maharerait.maharashtra.gov.in/public/project/view/31965
P51700030083,SUNDAR RESIDENCY F WING,NAVADITYA DEVELOPERS,Kalyan,421301,Thane,MAHARASHTRA,,,2021-07-29,https://maharerait.maharashtra.gov.in/public/project/view/31976
P51700024548,Pranav Enclave,Samir Shrinivas Kale,Thane,400602,Thane,MAHARASHTRA,,,2020-02-18,https://maharerait.maharashtra.gov.in/public/project/view/31985
P51700024748,RAJ REGALIA PHASE-1A,AMRUT LAXMI DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-10-10,https://maharerait.maharashtra.gov.in/public/project/view/31986
P51700025622,SAI DARSHAN - F,SHREE SAI ASSOCIATES,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/31989
P51700025000,Nilgiri Residency,Sai Vaishnavi Enterprises,Kalyan,421605,Thane,MAHARASHTRA,,,2023-08-02,https://maharerait.maharashtra.gov.in/public/project/view/31993
P51700026950,Bhagyashree Building,L. K. Realtors,Thane,400602,Thane,MAHARASHTRA,,,2022-09-20,https://maharerait.maharashtra.gov.in/public/project/view/31995
P51700025265,PINNACLE ROYAL,PINNACLE INFRA,Ambarnath,421503,Thane,MAHARASHTRA,,,2021-11-10,https://maharerait.maharashtra.gov.in/public/project/view/31996
P51700025088,SIDDHIVINAYAK GARDENS,A1 BUILDCON,Bhiwandi,421302,Thane,MAHARASHTRA,,,2020-12-23,https://maharerait.maharashtra.gov.in/public/project/view/32002
P51700024815,Lodha Bellavista - Wing B1,LODHA DEVELOPERS LIMITED,Thane,400607,Thane,MAHARASHTRA,,,2026-07-28,https://maharerait.maharashtra.gov.in/public/project/view/32007
P51700025165,ARYA ARIANA,ASHAPURA CORPORATION,Kalyan,421201,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/32008
P51700025010,SURYA COMPLEX,M/S. JAI SANTOSHI MAA ENTERPRISES,Kalyan,421202,Thane,MAHARASHTRA,,,2020-03-18,https://maharerait.maharashtra.gov.in/public/project/view/32010
P51700029570,OM ADITYA,SURESH KESHAVRAO YASHVANTRAO,Ambarnath,421503,Thane,MAHARASHTRA,,,2022-07-25,https://maharerait.maharashtra.gov.in/public/project/view/32013
P51700024709,GURUPRERNA,AMARSINGH NARAYANSINGH THAKUR,Thane,400602,Thane,MAHARASHTRA,,,2020-02-28,https://maharerait.maharashtra.gov.in/public/project/view/32016
P51700024889,CHINTAMANI MEADOWS,JASHNANI CONSTRUCTION PRIVATE LIMITED,Shahapur,421601,Thane,MAHARASHTRA,,,2026-08-23,https://maharerait.maharashtra.gov.in/public/project/view/32019
P51700024636,DEVI CROWN,DINESH NANDKISHORE SIKHWAL,Thane,401107,Thane,MAHARASHTRA,,,2020-02-24,https://maharerait.maharashtra.gov.in/public/project/view/32021
P51700024721,BHAKTI PARK,SHIVKRUPA ENTERPRISES,Thane,400701,Thane,MAHARASHTRA,,,2020-03-02,https://maharerait.maharashtra.gov.in/public/project/view/32024
P51700024777,Lodha Quality Home Tower 4,MACROTECH DEVELOPERS LIMITED,Thane,400601,Thane,MAHARASHTRA,,,2023-04-26,https://maharerait.maharashtra.gov.in/public/project/view/32028
P51700024884,ARJUN VILLA,MANOHAR SAHEBRAO KADAM,Thane,410206,Thane,MAHARASHTRA,,,2022-04-20,https://maharerait.maharashtra.gov.in/public/project/view/32029
P51700025471,Elite 1 Shop,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-03,https://maharerait.maharashtra.gov.in/public/project/view/32036
P51700025474,Regalia Shops,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-03,https://maharerait.maharashtra.gov.in/public/project/view/32037
P51700025470,Elite 2 Shops,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-03,https://maharerait.maharashtra.gov.in/public/project/view/32038
P51700025522,Lakeside 1 Shops,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-28,https://maharerait.maharashtra.gov.in/public/project/view/32039
P51700025535,Lakeside 2 Shops,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-28,https://maharerait.maharashtra.gov.in/public/project/view/32040
P51700025674,North MLCP Shop,Palava Dwellers Private Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32045
P51700025475,Urbano 2 Shops,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-03,https://maharerait.maharashtra.gov.in/public/project/view/32047
P51700024701,MAHAVIR SQUARE,THANE SQUAREFEET LIFESTYLES LLP,Thane,400607,Thane,MAHARASHTRA,,,2022-01-31,https://maharerait.maharashtra.gov.in/public/project/view/32048
P51700026268,AASHRAY AANAND PHASE-II,DREAM CORPRATION,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-09-04,https://maharerait.maharashtra.gov.in/public/project/view/32062
P51700026368,MOTIRAM HEIGHTS,DHAIRYA PROPERTIES,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-09-11,https://maharerait.maharashtra.gov.in/public/project/view/32067
P51700026993,MANGALMURTI IMPERIAL,SAI LEELA CONSTRUCTION,Kalyan,421202,Thane,MAHARASHTRA,,,2020-11-10,https://maharerait.maharashtra.gov.in/public/project/view/32070
P51700024784,DEEP LAXMI HEIGHT,DEEPLAXMI HEIGHTS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/32071
P51700024832,NEW APARNA SHAILESH,DINANATH KASHINATH THANEKAR,Thane,400603,Thane,MAHARASHTRA,,,2020-03-09,https://maharerait.maharashtra.gov.in/public/project/view/32073
P51700025359,NANA PATIL ROYAL,M/S. J. R. Y. ENTERPRISES,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-04-30,https://maharerait.maharashtra.gov.in/public/project/view/32078
P51700024853,AMAR VIJAY CHS LTD,J.V. ENTERPRISES,Thane,400601,Thane,MAHARASHTRA,,,2020-03-09,https://maharerait.maharashtra.gov.in/public/project/view/32083
P51700024785,VISHWAJEET PINK CITY,GULABRAO BABURAO KARANJULE PATIL,Ambarnath,421501,Thane,MAHARASHTRA,,,2020-03-05,https://maharerait.maharashtra.gov.in/public/project/view/32084
P51700024808,SPM Lake City Phase II Part 1,KOTHARI & DESHMUKH LANDMARK LLP,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/32087
P51700024926,Gayatri Elegance,Gayatrikripa Developers Private Limited,Thane,401105,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/32088
P51700025525,SAI VAIBHAV PARADISE,SHREE SAI DEVELOPERS,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-28,https://maharerait.maharashtra.gov.in/public/project/view/32095
P51700025385,KALANTRI PLAZA,SHREE DEVELOPERS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2025-03-27,https://maharerait.maharashtra.gov.in/public/project/view/32100
P51700025082,Fennelia Commercial,Acme Housing India Private Limited,Thane,400607,Thane,MAHARASHTRA,,,2022-12-26,https://maharerait.maharashtra.gov.in/public/project/view/32110
P51700024930,MAHAVIR DARSHAN,MAHAVIR DEVELOPERS,Thane,401107,Thane,MAHARASHTRA,,,2020-03-12,https://maharerait.maharashtra.gov.in/public/project/view/32115
P51700024942,MANOHAR VIKAS SHREEJI PARAISO PHASE - 2,DEEPLAXMI DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2021-06-09,https://maharerait.maharashtra.gov.in/public/project/view/32118
P51700024873,SHREEMAN RESIDENCY B AND C WING,OM ENTERPRISES,Kalyan,421605,Thane,MAHARASHTRA,,,2020-03-09,https://maharerait.maharashtra.gov.in/public/project/view/32119
P51700025002,SAI WORLD LEGEND,Paradise Lifestyles Private Limited,Ulhasnagar,421001,Thane,MAHARASHTRA,,,2021-04-14,https://maharerait.maharashtra.gov.in/public/project/view/32123
P51700025006,SWARAJ ORCHID,M/S CRYSTAL HOMES,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-03-18,https://maharerait.maharashtra.gov.in/public/project/view/32126
P51700024923,DOSTI GREATER THANE - PHASE 1,ADRIKA DEVELOPERS PRIVATE LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2025-09-30,https://maharerait.maharashtra.gov.in/public/project/view/32132
P51700025661,PRINCE AVENUE,SHAKTI DEVELOPERS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-09-21,https://maharerait.maharashtra.gov.in/public/project/view/32136
P51700025122,Motiram Darshan Nx - 1,SHREE HERAMB BUILDERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2024-05-29,https://maharerait.maharashtra.gov.in/public/project/view/32142
P51700025116,Tulsi Aahan - B Wing,RAJ GROUP,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-03-18,https://maharerait.maharashtra.gov.in/public/project/view/32145
P51700025110,TRIMURTI GARDEN,SAI NARAYAN DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/32147
P51700024939,SHREE SAISHRADDHA APARTMENT BUILDING A,SHREE SAISHRADDHA ENTERPRISES,Bhiwandi,421311,Thane,MAHARASHTRA,,,2020-03-12,https://maharerait.maharashtra.gov.in/public/project/view/32151
P51700027947,L M TOWER,L M REALTY,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/32156
P51700025738,Sharada Deep,NYP DEVELOPERS,Ambarnath,421506,Thane,MAHARASHTRA,,,2020-07-08,https://maharerait.maharashtra.gov.in/public/project/view/32157
P51700025651,CENTRUM BUSINESS SQUARE PHASE 1,SQUAREFEET CONSTRUCTION,Thane,400604,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32159
P51700025074,RELIANCE GOLD,GOLDEN ENTERPRISES,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-02-14,https://maharerait.maharashtra.gov.in/public/project/view/32163
P51700025100,SHREE SHALINI,JAY SERVICE AND CONSULTANT,Shahapur,421601,Thane,MAHARASHTRA,,,2020-03-18,https://maharerait.maharashtra.gov.in/public/project/view/32168
P51700026481,SHYAM VRINDAVAN,Satnam Sakhi const LLP,Ulhasnagar,421004,Thane,MAHARASHTRA,,,2020-09-25,https://maharerait.maharashtra.gov.in/public/project/view/32172
P51700025150,24 HIGH,DREAM APEX REALTIES LIMITED,Thane,400706,Thane,MAHARASHTRA,,,2026-02-14,https://maharerait.maharashtra.gov.in/public/project/view/32187
P51700025109,SHREE GANESH SYMPHONY,PAWAR GROUP,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-03-18,https://maharerait.maharashtra.gov.in/public/project/view/32190
P51700025175,GAJANAN,GK BUILDCON,Thane,410206,Thane,MAHARASHTRA,,,2020-03-20,https://maharerait.maharashtra.gov.in/public/project/view/32198
P51700025078,BASERA HEIGHTS,KAMRUDDIN HASMULLAH SIDDIQUE,Thane,401105,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/32204
P51700025487,Olive - Phase III - Pranjee Garden City,Pranjee Properties Pvt. Ltd,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/32206
P51700025102,M Square IT Park,Paper Flutings,Thane,400604,Thane,MAHARASHTRA,,,2026-09-22,https://maharerait.maharashtra.gov.in/public/project/view/32207
P51700025164,Kamdhenu23-west,Accura Developers LLP,Thane,400710,Thane,MAHARASHTRA,,,2020-03-19,https://maharerait.maharashtra.gov.in/public/project/view/32214
P51700026058,NICE GARDEN 1,ABHA CONSTRUCTIONS,Thane,400612,Thane,MAHARASHTRA,,,2020-08-12,https://maharerait.maharashtra.gov.in/public/project/view/32223
P51700027627,"Shrushti Aarambh - Wing A1, B and B1 of Phase - III",SHRUSHTI DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-10,https://maharerait.maharashtra.gov.in/public/project/view/32227
P51700025220,RAJESHWARI RESIDENCY PHASE II,SHREE SIDDHI CONSTRUCTION,Kalyan,421301,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/32228
P51700025218,SEASONS SAHARA BUILDING NO 2,SAMARTH SAI BUILDERS & DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2021-08-03,https://maharerait.maharashtra.gov.in/public/project/view/32229
P51700025192,Empire Industrial Centrum Phase-III,Empire Industries Limited,Ambarnath,421505,Thane,MAHARASHTRA,,,2020-03-23,https://maharerait.maharashtra.gov.in/public/project/view/32235
P51700025202,Empire Industrial Centrum Phase-IV,Empire Industries Limited,Ambarnath,421505,Thane,MAHARASHTRA,,,2020-03-23,https://maharerait.maharashtra.gov.in/public/project/view/32237
P51700025397,Rhythm,Aradhana Lifespace LLP,Thane,400602,Thane,MAHARASHTRA,,,2026-06-24,https://maharerait.maharashtra.gov.in/public/project/view/32241
P51700025311,GAMI ASTERS A WING,THALIA AND GAMI ENTERPRISES,Thane,400701,Thane,MAHARASHTRA,,,2024-12-07,https://maharerait.maharashtra.gov.in/public/project/view/32247
P51700025271,PADMADISHA PARADISE - BUILDING 2,PADMADISHA PARADISE,Bhiwandi,421302,Thane,MAHARASHTRA,,,2024-01-24,https://maharerait.maharashtra.gov.in/public/project/view/32252
P51700025270,KOHINOOR AASHIYANA,KGI REALTY PRIVATE LIMITED,Ambarnath,421306,Thane,MAHARASHTRA,,,2020-03-31,https://maharerait.maharashtra.gov.in/public/project/view/32253
P51700025276,KASTURI VAN BUILDING NO-1,GUJARAT ESTATE,Thane,401105,Thane,MAHARASHTRA,,,2026-01-16,https://maharerait.maharashtra.gov.in/public/project/view/32254
P51700026530,ANAND DHAM,VHS Developers,Kalyan,421201,Thane,MAHARASHTRA,,,2020-09-30,https://maharerait.maharashtra.gov.in/public/project/view/32256
P51700025277,PLATINUM SQUARE B 1,RADMIN DEVELOPERS & CONSULTANTS PRIVATE LIMITED,Kalyan,421301,Thane,MAHARASHTRA,,,2020-03-31,https://maharerait.maharashtra.gov.in/public/project/view/32257
P51700025616,PUSHKAR CO OP HSG SOCIETY PRAPOSED,AMEYA DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32259
P51700025606,PLUTONIUM BUSINESS PARK,PLUTONIUM BUSINESS SOLLUTION PRIVATE LIMITED,Thane,400703,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32261
P51700027019,BALAJI HEIGHTS,M/s Tirupati Developers,Kalyan,421201,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/32264
P51700025391,SHREENEIL NISARG,SHREENEIL DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2021-08-05,https://maharerait.maharashtra.gov.in/public/project/view/32272
P51700025771,JASMINE RESIDENCY,A.A.CORP.,Thane,401107,Thane,MAHARASHTRA,,,2020-07-14,https://maharerait.maharashtra.gov.in/public/project/view/32283
P51700030327,AVIGHNA KARAN WING C,AVIGHNA KARAN,Kalyan,421306,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/32297
P51700025478,NEW SHIV-SHAKTI CHS,SHREE LAXMI DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2025-02-24,https://maharerait.maharashtra.gov.in/public/project/view/32299
P51700025612,Chandraprabha Heights,Adwait constructions,Kalyan,421201,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32300
P51700028347,VISHWAM SAHANIVAS,RAJESH SITARAM DHUMAL,Shahapur,421601,Thane,MAHARASHTRA,,,2021-02-18,https://maharerait.maharashtra.gov.in/public/project/view/32301
P51700025495,Clara Shops,Palava Dwellers Private Limited,Kalyan,421202,Thane,MAHARASHTRA,,,2020-06-08,https://maharerait.maharashtra.gov.in/public/project/view/32303
P51700025841,Provident Palmvista B1,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2026-05-22,https://maharerait.maharashtra.gov.in/public/project/view/32305
P51700025504,EMERALD,APR REALTY,Kalyan,421203,Thane,MAHARASHTRA,,,2023-06-24,https://maharerait.maharashtra.gov.in/public/project/view/32306
P51700025839,Provident Palmvista B2,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2026-05-18,https://maharerait.maharashtra.gov.in/public/project/view/32308
P51700025840,Provident Palmvista C1,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2020-07-20,https://maharerait.maharashtra.gov.in/public/project/view/32309
P51700025864,Provident Palmvista C2,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2020-07-23,https://maharerait.maharashtra.gov.in/public/project/view/32311
P51700025844,Provident Palmvista D1,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2020-07-20,https://maharerait.maharashtra.gov.in/public/project/view/32312
P51700025854,Provident Palmvista D2,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2024-07-15,https://maharerait.maharashtra.gov.in/public/project/view/32313
P51700025849,Provident Palmvista D3,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2020-07-20,https://maharerait.maharashtra.gov.in/public/project/view/32314
P51700025842,Provident Palmvista D4,Provident Housing Limited,Thane,421204,Thane,MAHARASHTRA,,,2020-07-20,https://maharerait.maharashtra.gov.in/public/project/view/32315
P51700025683,Prapti Heritage,Tridev Enterprises,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32319
P51700025644,Deep Jyot,Deep Realtors,Ambarnath,421503,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32320
P51700025768,SUDAM RESIDENCY,SAIKRUPA DEVELOPERS,Kalyan,421202,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/32321
P51700025554,PRITAM SOLITAIRE,JAYESH PRAMODBHAI THAKKAR,Kalyan,421301,Thane,MAHARASHTRA,,,2020-06-28,https://maharerait.maharashtra.gov.in/public/project/view/32322
P51700025601,SHREE GANESH BUILDERS AND DEVELOPER,SHREE GANESH BUILDERS AND DEVELOPER,Kalyan,421201,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32336
P51700025627,Lodha iThink B,Macrotech Developers Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2020-07-01,https://maharerait.maharashtra.gov.in/public/project/view/32337
P51700025692,BUILDING A1-SHREE KRUPA HEIGHTS,SHREE KRUPA BUILDERS AND DEVELOPERS,Kalyan,421306,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/32338
P51700025810,JAGANNATH CO-OPERATIVE HOUSING SOCIETY LTD,M/s. Shrusti Buildcom,Thane,400601,Thane,MAHARASHTRA,,,2020-07-17,https://maharerait.maharashtra.gov.in/public/project/view/32341
