rera_no,project_name,promoter,location,pincode,district,state,lat,lng,last_modified,details_url
P51700052278,SUNSHINE LANDMARK,POWER INFRATECH DEVELOPERS,Kalyan,421302,Thane,MAHARASHTRA,,,2026-08-14,https://maharerait.maharashtra.gov.in/public/project/view/45130
P51700053121,PARK ENCLAVE,NAYANTARA NXT,Kalyan,421201,Thane,MAHARASHTRA,,,2026-08-31,https://maharerait.maharashtra.gov.in/public/project/view/45131
P51700052472,SHREE SUYASH,SHARVIL ENTERPRISES,Kalyan,421201,Thane,MAHARASHTRA,,,2023-09-08,https://maharerait.maharashtra.gov.in/public/project/view/45134
P51700052406,Fiora K,LODHA DEVELOPERS LIMITED,Kalyan,421203,Thane,MAHARASHTRA,,,2026-07-06,https://maharerait.maharashtra.gov.in/public/project/view/45142
P51700052012,INVICTUS BY GS,Raymond Realty Limited,Thane,400606,Thane,MAHARASHTRA,,,2023-07-19,https://maharerait.maharashtra.gov.in/public/project/view/45143
P51700052008,THE ADDRESS BY GS TOWER C,Raymond Realty Limited,Thane,400606,Thane,MAHARASHTRA,,,2023-07-19,https://maharerait.maharashtra.gov.in/public/project/view/45145
P51700053122,BELPATRA,MAHADEV DEVELOPERS,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/45151
P51700053709,AVANI CHS LTD,SURAJ ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-11-22,https://maharerait.maharashtra.gov.in/public/project/view/45163
P51700052109,DELTA PALMBEACH,BALAJI CORPORATION,Thane,400706,Thane,MAHARASHTRA,,,2023-08-18,https://maharerait.maharashtra.gov.in/public/project/view/45165
P51700053053,SAI DWARKA RESIDENCY,HARI OM CONSTRUCTION,Kalyan,421301,Thane,MAHARASHTRA,,,2026-07-17,https://maharerait.maharashtra.gov.in/public/project/view/45167
P51700052999,SHREE MAHALAXMI RESIDENCY,SHREE GAJANAN BUILDERS AND DEVELOPERS,Shahapur,421601,Thane,MAHARASHTRA,,,2024-10-24,https://maharerait.maharashtra.gov.in/public/project/view/45168
P51700052237,Belvedere D,LODHA DEVELOPERS LIMITED,Kalyan,421203,Thane,MAHARASHTRA,,,2026-07-07,https://maharerait.maharashtra.gov.in/public/project/view/45169
P51700053135,24 High BIZBAY,Apex Infra,Ambarnath,421501,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/45171
P51700053303,SWEET HOME LUXURIA,ALBIN ANTHONY CHEYADEN,Kalyan,421301,Thane,MAHARASHTRA,,,2024-10-07,https://maharerait.maharashtra.gov.in/public/project/view/45172
P51700053294,MORYA HEIGHTS,MORYA DEVELOPERS,Shahapur,421601,Thane,MAHARASHTRA,,,2026-05-09,https://maharerait.maharashtra.gov.in/public/project/view/45178
P51700053054,POKHRIYAL PARAMOUNT,POKHRIYAL AND ASSOCIATES,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-12,https://maharerait.maharashtra.gov.in/public/project/view/45180
P51700052819,PG VATIKA,GURUKRUPA ENTERPRISES,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-05,https://maharerait.maharashtra.gov.in/public/project/view/45181
P51700052322,Mehta Altura 1978,AMRUT TARA REALTY PRIVATE LIMITED,Kalyan,421301,Thane,MAHARASHTRA,,,2023-10-19,https://maharerait.maharashtra.gov.in/public/project/view/45182
P51700052657,Shiv Anand,Bhagwati Construction,Thane,400602,Thane,MAHARASHTRA,,,2023-09-15,https://maharerait.maharashtra.gov.in/public/project/view/45183
P51700052310,GAYATRI ANAND,Gayatri Builders,Kalyan,421301,Thane,MAHARASHTRA,,,2023-08-09,https://maharerait.maharashtra.gov.in/public/project/view/45184
P51700052389,Upper Thane-Tiara H,LODHA DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-07-22,https://maharerait.maharashtra.gov.in/public/project/view/45193
P51700052441,Runwal Gardens Phase 8 Bldg No. 43 and 45,Runwal Residency Private Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/45201
P51700053926,SADGURU NAKSHTRA PHASE III,SADGURU DEVELOPERS,Kalyan,421605,Thane,MAHARASHTRA,,,2023-12-11,https://maharerait.maharashtra.gov.in/public/project/view/45204
P51700053213,Ace Signature IT Park,Yojit Builder,Thane,400604,Thane,MAHARASHTRA,,,2026-05-07,https://maharerait.maharashtra.gov.in/public/project/view/45209
P51700052476,SHIVESH EMERALD,SHIVESH REALTY PRIVATE LIMITED,Thane,400708,Thane,MAHARASHTRA,,,2026-09-22,https://maharerait.maharashtra.gov.in/public/project/view/45214
P51700052989,SHUBHAM RESIDENCY,SHUBHAM REALTY,Thane,400701,Thane,MAHARASHTRA,,,2024-07-01,https://maharerait.maharashtra.gov.in/public/project/view/45218
P51700053842,SATISH RESIDENCY,NITIN RAJARAM GHARAT,Murbad,421401,Thane,MAHARASHTRA,,,2023-12-01,https://maharerait.maharashtra.gov.in/public/project/view/45220
P51700052606,JAI GANESH CO-OPERATIVE HOUSING SOCIETY LTD,DEEPALI LANDSCAPE,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-09-11,https://maharerait.maharashtra.gov.in/public/project/view/45221
P51700054428,Mahadev Heights,Riom Developers,Ulhasnagar,421501,Thane,MAHARASHTRA,,,2026-09-01,https://maharerait.maharashtra.gov.in/public/project/view/45224
P51700053573,VIRAT SKYROS,PARAM DEVELOPERS,Thane,421204,Thane,MAHARASHTRA,,,2023-11-10,https://maharerait.maharashtra.gov.in/public/project/view/45237
P51700055007,SKY APARTMENT,SKY DEVELOPERS,Ulhasnagar,421004,Thane,MAHARASHTRA,,,2024-02-26,https://maharerait.maharashtra.gov.in/public/project/view/45244
P51700052776,Padmavati Blue Sapphire,Padmavati Residency,Kalyan,421301,Thane,MAHARASHTRA,,,2025-12-11,https://maharerait.maharashtra.gov.in/public/project/view/45247
P51700053689,Ashok Vatika,Amit Ashok Shelar,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-11-22,https://maharerait.maharashtra.gov.in/public/project/view/45249
P51700052997,SHREERANG KUTIR,SHREE PRABHA CONSTRUCTION,Kalyan,421201,Thane,MAHARASHTRA,,,2023-10-10,https://maharerait.maharashtra.gov.in/public/project/view/45250
P51700052460,RAUNAK FORTUNA,RDP REALTORS PRIVATE LIMITED,Thane,421204,Thane,MAHARASHTRA,,,2026-06-08,https://maharerait.maharashtra.gov.in/public/project/view/45251
P51700053883,JADHAV GADH BUILDING 2,Shree Samarth Developers,Kalyan,421301,Thane,MAHARASHTRA,,,2025-01-14,https://maharerait.maharashtra.gov.in/public/project/view/45252
P51700054381,MAPLE ENCLAVE,MANDAR CONSTRUCTION AND DEVELOPERS,Thane,400605,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/45253
P51700052512,SEA GREEN AURUS,Sea Green Homes,Ulhasnagar,421004,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/45266
P51700054702,BILESHWAR,ASHAPURA COMBINES,Kalyan,421301,Thane,MAHARASHTRA,,,2024-02-06,https://maharerait.maharashtra.gov.in/public/project/view/45269
P51700052523,EMPIRE DYNASTY,LAKHANI BUILDERS PVT LTD,Thane,400602,Thane,MAHARASHTRA,,,2025-07-28,https://maharerait.maharashtra.gov.in/public/project/view/45272
P51700054547,TRIMURTI ONE,TRIMURTI CONSTRUCTION,Kalyan,421306,Thane,MAHARASHTRA,,,2024-01-31,https://maharerait.maharashtra.gov.in/public/project/view/45274
P51700053073,DURVE ARINA,EVERGREEN DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2025-09-12,https://maharerait.maharashtra.gov.in/public/project/view/45275
P51700052670,JANKI DHAM,RAKESH TAPESHWAR SINGH,Kalyan,421306,Thane,MAHARASHTRA,,,2023-09-15,https://maharerait.maharashtra.gov.in/public/project/view/45281
P51700052431,JVMs Magnum,JVM Spectrum LLP,Thane,400608,Thane,MAHARASHTRA,,,2023-08-25,https://maharerait.maharashtra.gov.in/public/project/view/45283
P51700052882,Chandrakant Residency,Amogh Construction,Kalyan,421201,Thane,MAHARASHTRA,,,2023-10-05,https://maharerait.maharashtra.gov.in/public/project/view/45284
P51700054916,SHREE BALAJI EMPIRE,SHUBHAM HOUSING,Thane,401105,Thane,MAHARASHTRA,,,2026-08-05,https://maharerait.maharashtra.gov.in/public/project/view/45286
P51700052687,OM AVDHOOT DARSHAN CO.OPERATIVE HOUSING SOCIETY LTD,SAFAL ENTERPRISES,Kalyan,421201,Thane,MAHARASHTRA,,,2023-09-20,https://maharerait.maharashtra.gov.in/public/project/view/45292
P51700052485,Regency Antilia Phase VIII Avana,REGENCY NIRMAN LTD,Ulhasnagar,421001,Thane,MAHARASHTRA,,,2023-09-08,https://maharerait.maharashtra.gov.in/public/project/view/45296
P51700052785,SUMITRA HEIGHTS,SWAMI NARAYAN ENTERPRISES,Kalyan,421301,Thane,MAHARASHTRA,,,2024-09-15,https://maharerait.maharashtra.gov.in/public/project/view/45298
P51700055755,THE LIVIN,SUPREME REALTY,Bhiwandi,421302,Thane,MAHARASHTRA,,,2024-04-16,https://maharerait.maharashtra.gov.in/public/project/view/45304
P51700053364,PADMADISHA PARADISE BUILDING TYPE - 3,PADMADISHA PARADISE,Bhiwandi,421302,Thane,MAHARASHTRA,,,2024-01-24,https://maharerait.maharashtra.gov.in/public/project/view/45310
P51700076666,AKANKSHA CO. OP. HSG. SOC. LTD.,KRISHNA BUILDCON,Ambarnath,421503,Thane,MAHARASHTRA,,,2024-06-20,https://maharerait.maharashtra.gov.in/public/project/view/45311
P51700054131,VISHWANATH DARSHAN,ASHAPURA COMBINES,Kalyan,421301,Thane,MAHARASHTRA,,,2023-12-29,https://maharerait.maharashtra.gov.in/public/project/view/45314
P51700052965,NEELKANTH PALM PRESIDENT,NEELKANTH INFRATECH,Thane,400701,Thane,MAHARASHTRA,,,2024-09-21,https://maharerait.maharashtra.gov.in/public/project/view/45315
P51700076895,SHREE NANDKUMAR MAHADEV ASHIRWAD,MANISH NANDKUMAR PATIL,Thane,401105,Thane,MAHARASHTRA,,,2024-07-03,https://maharerait.maharashtra.gov.in/public/project/view/45319
P51700053811,REGENCY BUSINESS PARK PHASE I,REGENCY SHELTERS LLP,Thane,400607,Thane,MAHARASHTRA,,,2023-12-27,https://maharerait.maharashtra.gov.in/public/project/view/45320
P51700052561,Runwal Garden City Cluster 6 Tower 6 to 9,HORIZON PROJECTS PVT LTD,Kalyan,421204,Thane,MAHARASHTRA,,,2026-08-21,https://maharerait.maharashtra.gov.in/public/project/view/45326
P51700053083,SHREEJI INFINITY,INFINITY INFRA,Thane,410210,Thane,MAHARASHTRA,,,2024-10-08,https://maharerait.maharashtra.gov.in/public/project/view/45328
P51700052890,Ace Parkside,AARTI ESTATES,Thane,400615,Thane,MAHARASHTRA,,,2026-08-06,https://maharerait.maharashtra.gov.in/public/project/view/45329
P51700053095,DGT - Sector 3A - Cluster 2 - Phase 4,ADRIKA DEVELOPERS PRIVATE LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-06-24,https://maharerait.maharashtra.gov.in/public/project/view/45332
P51700055596,PITAMBARE TOWER,ADITI BUILDERS AND DEVELOPERS,Kalyan,421605,Thane,MAHARASHTRA,,,2026-08-20,https://maharerait.maharashtra.gov.in/public/project/view/45336
P51700053065,Sai Heritage,Shashank Enterprises,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-10-12,https://maharerait.maharashtra.gov.in/public/project/view/45337
P51700053134,CENTRAL MEADOWS,HONOUR REALTY,Thane,400612,Thane,MAHARASHTRA,,,2023-10-16,https://maharerait.maharashtra.gov.in/public/project/view/45338
P51700054241,SOLITUDE,SANJAY BHAGWAN PATIL,Kalyan,421201,Thane,MAHARASHTRA,,,2026-05-26,https://maharerait.maharashtra.gov.in/public/project/view/45341
P51700052450,Nandadeep CHS Ltd,ADITYA BUILDCON,Kalyan,421201,Thane,MAHARASHTRA,,,2023-10-07,https://maharerait.maharashtra.gov.in/public/project/view/45349
P51700052909,Rajeshwari Plaza,Sheela Ravindra Ghormode,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-05,https://maharerait.maharashtra.gov.in/public/project/view/45352
P51700055012,VIGHNAHARTA CO-OP HSG.SOCIETY,Gaurivinayak Builders and Developers Pvt Ltd,Kalyan,421306,Thane,MAHARASHTRA,,,2024-02-26,https://maharerait.maharashtra.gov.in/public/project/view/45354
P51700055361,SHUBH SHANTAI RESIDENCY,SHUBH VASTU DEVELEOPERS,Bhiwandi,421311,Thane,MAHARASHTRA,,,2024-03-22,https://maharerait.maharashtra.gov.in/public/project/view/45356
P51700052640,SUMATI SKYLINE,SUBHASH SKYLINE INFRA,Kalyan,421201,Thane,MAHARASHTRA,,,2023-09-15,https://maharerait.maharashtra.gov.in/public/project/view/45357
P51700052932,SAISHYAM ARCADE,SHUBH BUILDSPACE,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-05,https://maharerait.maharashtra.gov.in/public/project/view/45359
P51700052377,NMS Gami Palm Amore,VISION INFRA LLP,Thane,400706,Thane,MAHARASHTRA,,,2026-02-17,https://maharerait.maharashtra.gov.in/public/project/view/45364
P51700055115,Swaraswati Heights,Shree Samarth Enterprises,Ambarnath,421503,Thane,MAHARASHTRA,,,2024-03-04,https://maharerait.maharashtra.gov.in/public/project/view/45365
P51700052866,PRIYAL AUM,SHREE MAULI CHS LTD,Thane,400703,Thane,MAHARASHTRA,,,2024-07-29,https://maharerait.maharashtra.gov.in/public/project/view/45366
P51700052470,Olivia Tower - A,LODHA DEVELOPERS LIMITED,Kalyan,421204,Thane,MAHARASHTRA,,,2026-07-11,https://maharerait.maharashtra.gov.in/public/project/view/45367
P51700052950,Belvedere-B and C,LODHA DEVELOPERS LIMITED,Kalyan,421203,Thane,MAHARASHTRA,,,2026-07-06,https://maharerait.maharashtra.gov.in/public/project/view/45369
P51700052645,SHREEJI LANDMARK PHASE II,Shubh Housing,Ambarnath,421503,Thane,MAHARASHTRA,,,2024-05-21,https://maharerait.maharashtra.gov.in/public/project/view/45370
P51700052578,Upper Thane - Tiara G,LODHA DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2023-09-11,https://maharerait.maharashtra.gov.in/public/project/view/45372
P51700053124,Upper Thane - Eden D,LODHA DEVELOPERS LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-07-22,https://maharerait.maharashtra.gov.in/public/project/view/45375
P51700052596,Mountain City Building No. 1,Mountain Dream Realty LLP,Ambarnath,421306,Thane,MAHARASHTRA,,,2023-09-11,https://maharerait.maharashtra.gov.in/public/project/view/45379
P51700052588,Mangalmurti Pride,Sai Mauli Enterprises,Kalyan,400068,Thane,MAHARASHTRA,,,2023-12-27,https://maharerait.maharashtra.gov.in/public/project/view/45388
P51700054327,Vedant Palacia Phase V Wing C-Cassius,THARWANI PROPERTIES,Kalyan,421301,Thane,MAHARASHTRA,,,2024-01-15,https://maharerait.maharashtra.gov.in/public/project/view/45391
P51700053108,SHREESHA HEIGHTS,VASTUNIRMAN DEVELOPERS,Kalyan,421301,Thane,MAHARASHTRA,,,2023-10-16,https://maharerait.maharashtra.gov.in/public/project/view/45392
P51700052636,SHIVSHAKTI DARSHAN CO-OP HOUSING SOCIETY LIMITED,SHREE DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2025-04-28,https://maharerait.maharashtra.gov.in/public/project/view/45401
P51700053671,WHITE SQUARE NX Wing B,SHRI RAM STHAPATYA,Kalyan,421301,Thane,MAHARASHTRA,,,2023-11-22,https://maharerait.maharashtra.gov.in/public/project/view/45402
P51700052552,SALASAR SHEETAL SANGEET,SALASAR LIFESPACES,Thane,401107,Thane,MAHARASHTRA,,,2026-04-19,https://maharerait.maharashtra.gov.in/public/project/view/45403
P51700053057,Dosti Greater Thane - Sector 3A - Cluster 1B - Phase 1,ADRIKA DEVELOPERS PRIVATE LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-06-24,https://maharerait.maharashtra.gov.in/public/project/view/45412
P51700054106,PATELS EIRENE,PRAMUKH DEVELOPERS,Ambarnath,421501,Thane,MAHARASHTRA,,,2023-12-27,https://maharerait.maharashtra.gov.in/public/project/view/45413
P51700053096,Dosti Greater Thane - Sector 3A - Cluster 1B - Phase 2,ADRIKA DEVELOPERS PRIVATE LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-06-24,https://maharerait.maharashtra.gov.in/public/project/view/45414
P51700053217,Dosti Greater Thane - Sector 3A - Cluster 1B - Phase 3,ADRIKA DEVELOPERS PRIVATE LIMITED,Bhiwandi,421302,Thane,MAHARASHTRA,,,2026-06-24,https://maharerait.maharashtra.gov.in/public/project/view/45417
P51700052958,SAI DREAM ONE,GLS INFRASTRUCTURES,Kalyan,421201,Thane,MAHARASHTRA,,,2025-06-06,https://maharerait.maharashtra.gov.in/public/project/view/45421
P51700054189,RAGHUNATH COOP HOUSING SOCIETY,SHREE DEVELOPERS,Thane,400605,Thane,MAHARASHTRA,,,2024-01-03,https://maharerait.maharashtra.gov.in/public/project/view/45424
P51700052710,SAI WORLD DREAMS PHASE 2,Out N Out Infotech India LLP,Kalyan,421205,Thane,MAHARASHTRA,,,2023-09-22,https://maharerait.maharashtra.gov.in/public/project/view/45429
P51700053675,INDRAPRASTH,SUBH DEVELOPERS,Kalyan,421201,Thane,MAHARASHTRA,,,2023-11-22,https://maharerait.maharashtra.gov.in/public/project/view/45430
P51700053444,SARASWATI DEVI KRUPA,YOGIRAJ HERITAGE,Kalyan,421202,Thane,MAHARASHTRA,,,2023-11-01,https://maharerait.maharashtra.gov.in/public/project/view/45437
P51700053143,Parkwoods D6,Aniline Construction Company Private Limited,Thane,400615,Thane,MAHARASHTRA,,,2025-10-10,https://maharerait.maharashtra.gov.in/public/project/view/45441
P51700053427,TRIMURTI DARSHAN CO OP HSG SOC LTD,G.K.BUILDERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2023-10-31,https://maharerait.maharashtra.gov.in/public/project/view/45443
P51700052581,Goodwill Wisteria,Nest Developer,Thane,400705,Thane,MAHARASHTRA,,,2023-10-16,https://maharerait.maharashtra.gov.in/public/project/view/45444
P51700053224,CRESCENT WTC (WESTERN TRADE CENTER),CRESCENT SHELTERS,Thane,401107,Thane,MAHARASHTRA,,,2023-12-01,https://maharerait.maharashtra.gov.in/public/project/view/45449
P51700052732,PYRAMID CENTRIA,PYRAMID INFRATECH CO,Thane,400706,Thane,MAHARASHTRA,,,2025-12-27,https://maharerait.maharashtra.gov.in/public/project/view/45451
P51700052749,SILVER BLISS,BHUSHAN BALKRISHNA BANDRE,Thane,400614,Thane,MAHARASHTRA,,,2023-09-22,https://maharerait.maharashtra.gov.in/public/project/view/45453
P51700052981,Parvati Niwas,AADARSH DEVELOPERS,Thane,400602,Thane,MAHARASHTRA,,,2026-09-22,https://maharerait.maharashtra.gov.in/public/project/view/45455
P51700053412,Horizon Bhumi,Majestic Horizon Bhumi Developers,Thane,400607,Thane,MAHARASHTRA,,,2025-11-28,https://maharerait.maharashtra.gov.in/public/project/view/45456
P51700053888,"WHITE SQUARE NX Wing A,C,D",SHRI RAM STHAPATYA,Kalyan,421301,Thane,MAHARASHTRA,,,2023-12-08,https://maharerait.maharashtra.gov.in/public/project/view/45457
P51700052956,GAMI SATYAM BUSINESS AVENUE,Satyam Ventures Private Limited,Thane,400614,Thane,MAHARASHTRA,,,2023-10-05,https://maharerait.maharashtra.gov.in/public/project/view/45462
P51700053276,Mohan Samah,V M Constructions,Thane,400706,Thane,MAHARASHTRA,,,2025-05-03,https://maharerait.maharashtra.gov.in/public/project/view/45470
P51700054008,PYRAMID HORIZON,PYRAMID CONSTRUCTION,Thane,401107,Thane,MAHARASHTRA,,,2023-12-19,https://maharerait.maharashtra.gov.in/public/project/view/45474
P51700053067,Pearl,Lodha Developers Limited,Kalyan,421204,Thane,MAHARASHTRA,,,2026-07-14,https://maharerait.maharashtra.gov.in/public/project/view/45477
P51700053120,ARENA SQUARE,EMPIRE ARENA,Thane,400612,Thane,MAHARASHTRA,,,2023-10-16,https://maharerait.maharashtra.gov.in/public/project/view/45480
P51700053615,MAGIC OM HEIGHTS,MAGIC SHANTI DEVELOPER,Thane,401101,Thane,MAHARASHTRA,,,2026-07-30,https://maharerait.maharashtra.gov.in/public/project/view/45490
P51700052991,Samarth Shivani Co-Operative Housing Society Limited,GURURAJ ENTERPRISES BUILDERS AND DEVELOPERS,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-18,https://maharerait.maharashtra.gov.in/public/project/view/45491
P51700053292,Vrundavan Heights,Maulikrupa Developers,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-19,https://maharerait.maharashtra.gov.in/public/project/view/45494
P51700055944,THE MILLENIA,MILAN CONSTRUCTIONS,Kalyan,421301,Thane,MAHARASHTRA,,,2026-05-18,https://maharerait.maharashtra.gov.in/public/project/view/45496
P51700054746,Seasons Mayfair,Tiruma Sai Builders,Kalyan,421301,Thane,MAHARASHTRA,,,2024-04-30,https://maharerait.maharashtra.gov.in/public/project/view/45498
P51700053264,Rutu Apartments,Harasiddh Realtors,Kalyan,421301,Thane,MAHARASHTRA,,,2024-02-20,https://maharerait.maharashtra.gov.in/public/project/view/45501
P51700053193,Avighna Building No 4,Chheda Developments,Thane,401107,Thane,MAHARASHTRA,,,2026-05-18,https://maharerait.maharashtra.gov.in/public/project/view/45502
P51700053525,Mohan Alcoves I,MOHAN LIFESPACES LLP,Ambarnath,421503,Thane,MAHARASHTRA,,,2025-01-02,https://maharerait.maharashtra.gov.in/public/project/view/45505
P51700053275,Down Town Avenue,TPV Ventures LLP,Thane,400703,Thane,MAHARASHTRA,,,2025-09-01,https://maharerait.maharashtra.gov.in/public/project/view/45509
P51700053376,Ananta Pride Phase II,Patkar Realty,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-08-13,https://maharerait.maharashtra.gov.in/public/project/view/45512
P51700054034,Panvelkar Nisarg Phase II Building A2,Panvelkar Realty Pvt Ltd,Ambarnath,421503,Thane,MAHARASHTRA,,,2026-06-04,https://maharerait.maharashtra.gov.in/public/project/view/45515
P51700052959,NEELKANTH PALM AVENUE,NEELKANTH INFRATECH,Thane,400701,Thane,MAHARASHTRA,,,2024-10-11,https://maharerait.maharashtra.gov.in/public/project/view/45517
P51700053969,EKOPA CO OP HOUSING SOCIETY,SHRIKRISHNA RAMCHANDRA MARATHE,Kalyan,421201,Thane,MAHARASHTRA,,,2023-12-18,https://maharerait.maharashtra.gov.in/public/project/view/45518
P51700053192,JAI MALHAR PLAZA,SWAMINARAYAN RESIDENCY,Kalyan,421202,Thane,MAHARASHTRA,,,2023-10-17,https://maharerait.maharashtra.gov.in/public/project/view/45521
P51700054317,KRISHNA GLORY,TULSI KIMAYA CONSTRUCTION,Kalyan,421306,Thane,MAHARASHTRA,,,2024-10-16,https://maharerait.maharashtra.gov.in/public/project/view/45528
